name,registeredUsers,appOpens,year,quarter,state
dibang valley district,411,4634,2020,3,arunachal-pradesh
west kameng district,17636,461190,2020,3,arunachal-pradesh
shi yomi district,337,2788,2020,3,arunachal-pradesh
east kameng district,3169,63062,2020,3,arunachal-pradesh
lohit district,11755,264444,2020,3,arunachal-pradesh
lepa rada district,2304,47233,2020,3,arunachal-pradesh
lower dibang valley district,6799,117752,2020,3,arunachal-pradesh
longding district,3277,91330,2020,3,arunachal-pradesh
west siang district,8623,158496,2020,3,arunachal-pradesh
kamle district,639,12196,2020,3,arunachal-pradesh
upper siang district,3011,59246,2020,3,arunachal-pradesh
kurung kumey district,1025,18583,2020,3,arunachal-pradesh
siang district,2225,42723,2020,3,arunachal-pradesh
kra daadi district,1026,29126,2020,3,arunachal-pradesh
changlang district,16385,326045,2020,3,arunachal-pradesh
pakke kessang district,508,11721,2020,3,arunachal-pradesh
east siang district,15921,302165,2020,3,arunachal-pradesh
upper subansiri district,5295,106598,2020,3,arunachal-pradesh
tawang district,9944,224583,2020,3,arunachal-pradesh
namsai district,8553,165140,2020,3,arunachal-pradesh
lower subansiri district,7388,124398,2020,4,arunachal-pradesh
tirap district,6805,134124,2020,4,arunachal-pradesh
papum pare district,77936,1397025,2020,4,arunachal-pradesh
anjaw district,2485,61121,2020,4,arunachal-pradesh
lower siang district,3320,54476,2020,4,arunachal-pradesh
dibang valley district,444,7677,2020,4,arunachal-pradesh
west kameng district,19464,455337,2020,4,arunachal-pradesh
shi yomi district,370,5847,2020,4,arunachal-pradesh
east kameng district,3638,62876,2020,4,arunachal-pradesh
lohit district,13126,285992,2020,4,arunachal-pradesh
lepa rada district,2735,57036,2020,4,arunachal-pradesh
lower dibang valley district,7693,132469,2020,4,arunachal-pradesh
longding district,3753,87881,2020,4,arunachal-pradesh
west siang district,9911,180696,2020,4,arunachal-pradesh
kamle district,745,14866,2020,4,arunachal-pradesh
upper siang district,3497,80140,2020,4,arunachal-pradesh
kurung kumey district,1173,21168,2020,4,arunachal-pradesh
siang district,2635,48090,2020,4,arunachal-pradesh
kra daadi district,1141,27924,2020,4,arunachal-pradesh
changlang district,18203,320708,2020,4,arunachal-pradesh
pakke kessang district,593,11458,2020,4,arunachal-pradesh
east siang district,17822,349321,2020,4,arunachal-pradesh
upper subansiri district,6069,125505,2020,4,arunachal-pradesh
tawang district,10909,249095,2020,4,arunachal-pradesh
namsai district,9437,177437,2020,4,arunachal-pradesh
lower subansiri district,8044,136547,2021,1,arunachal-pradesh
tirap district,7376,136247,2021,1,arunachal-pradesh
papum pare district,84715,1553363,2021,1,arunachal-pradesh
anjaw district,2660,55283,2021,1,arunachal-pradesh
lower siang district,3594,61226,2021,1,arunachal-pradesh
dibang valley district,478,9538,2021,1,arunachal-pradesh
west kameng district,21027,483047,2021,1,arunachal-pradesh
shi yomi district,390,7228,2021,1,arunachal-pradesh
east kameng district,3990,69455,2021,1,arunachal-pradesh
lohit district,14231,295880,2021,1,arunachal-pradesh
lepa rada district,3008,68424,2021,1,arunachal-pradesh
lower dibang valley district,8402,145425,2021,1,arunachal-pradesh
longding district,4117,92482,2021,1,arunachal-pradesh
west siang district,10836,191242,2021,1,arunachal-pradesh
kamle district,814,16142,2021,1,arunachal-pradesh
upper siang district,3847,87503,2021,1,arunachal-pradesh
kurung kumey district,1287,25911,2021,1,arunachal-pradesh
siang district,2878,56271,2021,1,arunachal-pradesh
kra daadi district,1244,30137,2021,1,arunachal-pradesh
changlang district,19716,344148,2021,1,arunachal-pradesh
pakke kessang district,647,14995,2021,1,arunachal-pradesh
east siang district,19342,363085,2021,1,arunachal-pradesh
upper subansiri district,6577,122422,2021,1,arunachal-pradesh
tawang district,11778,230123,2021,1,arunachal-pradesh
namsai district,10242,200584,2021,1,arunachal-pradesh
lower subansiri district,8685,444426,2021,2,arunachal-pradesh
tirap district,7955,547430,2021,2,arunachal-pradesh
papum pare district,90871,1786163,2021,2,arunachal-pradesh
anjaw district,2866,174807,2021,2,arunachal-pradesh
lower siang district,3872,246789,2021,2,arunachal-pradesh
dibang valley district,516,77457,2021,2,arunachal-pradesh
west kameng district,22625,1490269,2021,2,arunachal-pradesh
shi yomi district,430,99619,2021,2,arunachal-pradesh
east kameng district,4314,221705,2021,2,arunachal-pradesh
lohit district,15360,1008718,2021,2,arunachal-pradesh
lepa rada district,3249,228236,2021,2,arunachal-pradesh
lower dibang valley district,9094,434361,2021,2,arunachal-pradesh
longding district,4456,495881,2021,2,arunachal-pradesh
west siang district,11657,467127,2021,2,arunachal-pradesh
kamle district,883,164726,2021,2,arunachal-pradesh
upper siang district,4145,428792,2021,2,arunachal-pradesh
kurung kumey district,1398,201782,2021,2,arunachal-pradesh
siang district,3116,410979,2021,2,arunachal-pradesh
kra daadi district,1353,150762,2021,2,arunachal-pradesh
changlang district,21404,1212334,2021,2,arunachal-pradesh
pakke kessang district,702,156638,2021,2,arunachal-pradesh
east siang district,20817,855042,2021,2,arunachal-pradesh
upper subansiri district,7057,293916,2021,2,arunachal-pradesh
tawang district,12636,830993,2021,2,arunachal-pradesh
namsai district,11111,596897,2021,2,arunachal-pradesh
lower subansiri district,9451,558377,2021,3,arunachal-pradesh
tirap district,8665,578706,2021,3,arunachal-pradesh
papum pare district,97854,2308276,2021,3,arunachal-pradesh
anjaw district,3099,267726,2021,3,arunachal-pradesh
lower siang district,4229,347190,2021,3,arunachal-pradesh
dibang valley district,571,113574,2021,3,arunachal-pradesh
west kameng district,24489,2155265,2021,3,arunachal-pradesh
shi yomi district,473,181457,2021,3,arunachal-pradesh
east kameng district,4671,265900,2021,3,arunachal-pradesh
lohit district,16680,1408514,2021,3,arunachal-pradesh
lepa rada district,3527,264771,2021,3,arunachal-pradesh
lower dibang valley district,9920,581463,2021,3,arunachal-pradesh
longding district,4890,594284,2021,3,arunachal-pradesh
west siang district,12616,544772,2021,3,arunachal-pradesh
kamle district,974,203013,2021,3,arunachal-pradesh
upper siang district,4506,556857,2021,3,arunachal-pradesh
kurung kumey district,1509,292922,2021,3,arunachal-pradesh
siang district,3396,433332,2021,3,arunachal-pradesh
kra daadi district,1475,179974,2021,3,arunachal-pradesh
changlang district,23328,1668215,2021,3,arunachal-pradesh
pakke kessang district,770,213423,2021,3,arunachal-pradesh
east siang district,22538,1086775,2021,3,arunachal-pradesh
upper subansiri district,7652,375423,2021,3,arunachal-pradesh
tawang district,13650,1355010,2021,3,arunachal-pradesh
namsai district,12140,674435,2021,3,arunachal-pradesh
lower subansiri district,10187,348485,2021,4,arunachal-pradesh
tirap district,9331,311867,2021,4,arunachal-pradesh
papum pare district,104806,3554385,2021,4,arunachal-pradesh
anjaw district,3342,125753,2021,4,arunachal-pradesh
lower siang district,4550,156209,2021,4,arunachal-pradesh
dibang valley district,621,18166,2021,4,arunachal-pradesh
west kameng district,26237,1160379,2021,4,arunachal-pradesh
shi yomi district,498,15201,2021,4,arunachal-pradesh
east kameng district,5027,153109,2021,4,arunachal-pradesh
lohit district,17980,728676,2021,4,arunachal-pradesh
lepa rada district,3810,168938,2021,4,arunachal-pradesh
lower dibang valley district,10679,341060,2021,4,arunachal-pradesh
longding district,5345,215529,2021,4,arunachal-pradesh
west siang district,13555,389171,2021,4,arunachal-pradesh
kamle district,1069,48042,2021,4,arunachal-pradesh
upper siang district,4850,208167,2021,4,arunachal-pradesh
kurung kumey district,1633,54213,2021,4,arunachal-pradesh
siang district,3675,121770,2021,4,arunachal-pradesh
kra daadi district,1593,63448,2021,4,arunachal-pradesh
changlang district,25155,829350,2021,4,arunachal-pradesh
pakke kessang district,835,35976,2021,4,arunachal-pradesh
east siang district,24208,897713,2021,4,arunachal-pradesh
upper subansiri district,8201,240330,2021,4,arunachal-pradesh
tawang district,14665,506240,2021,4,arunachal-pradesh
namsai district,13092,538118,2021,4,arunachal-pradesh
tinsukia district,15998,0,2018,1,assam
lakhimpur district,8143,0,2018,1,assam
kamrup district,15241,0,2018,1,assam
kokrajhar district,6566,0,2018,1,assam
karbi anglong district,5694,0,2018,1,assam
sivasagar district,8292,0,2018,1,assam
dibrugarh district,21182,0,2018,1,assam
south salmara mancachar district,2420,0,2018,1,assam
nagaon district,19619,0,2018,1,assam
dhubri district,11421,0,2018,1,assam
golaghat district,10102,0,2018,1,assam
udalguri district,4768,0,2018,1,assam
majuli district,1274,0,2018,1,assam
sonitpur district,18986,0,2018,1,assam
hojai district,7571,0,2018,1,assam
marigaon district,7193,0,2018,1,assam
chirang district,3487,0,2018,1,assam
cachar district,19567,0,2018,1,assam
nalbari district,6874,0,2018,1,assam
west karbi anglong district,835,0,2018,1,assam
dhemaji district,6623,0,2018,1,assam
karimganj district,7367,0,2018,1,assam
bongaigaon district,9724,0,2018,1,assam
dima hasao district,2245,0,2018,1,assam
baksa district,6082,0,2018,1,assam
charaideo district,4366,0,2018,1,assam
darrang district,8050,0,2018,1,assam
kamrup metropolitan district,87336,0,2018,1,assam
hailakandi district,5700,0,2018,1,assam
barpeta district,20485,0,2018,1,assam
goalpara district,10420,0,2018,1,assam
biswanath district,5164,0,2018,1,assam
jorhat district,16442,0,2018,1,assam
tinsukia district,23900,0,2018,2,assam
lakhimpur district,12719,0,2018,2,assam
kamrup district,23595,0,2018,2,assam
kokrajhar district,9480,0,2018,2,assam
karbi anglong district,8725,0,2018,2,assam
sivasagar district,12596,0,2018,2,assam
dibrugarh district,30527,0,2018,2,assam
south salmara mancachar district,3557,0,2018,2,assam
nagaon district,29412,0,2018,2,assam
dhubri district,16701,0,2018,2,assam
golaghat district,15237,0,2018,2,assam
udalguri district,7691,0,2018,2,assam
majuli district,1927,0,2018,2,assam
sonitpur district,28409,0,2018,2,assam
hojai district,10903,0,2018,2,assam
marigaon district,11217,0,2018,2,assam
chirang district,5105,0,2018,2,assam
cachar district,29381,0,2018,2,assam
nalbari district,10898,0,2018,2,assam
west karbi anglong district,1406,0,2018,2,assam
dhemaji district,10157,0,2018,2,assam
karimganj district,11732,0,2018,2,assam
bongaigaon district,14065,0,2018,2,assam
dima hasao district,3404,0,2018,2,assam
baksa district,9739,0,2018,2,assam
charaideo district,6693,0,2018,2,assam
darrang district,11954,0,2018,2,assam
kamrup metropolitan district,124720,0,2018,2,assam
hailakandi district,8687,0,2018,2,assam
barpeta district,29882,0,2018,2,assam
goalpara district,14974,0,2018,2,assam
biswanath district,7970,0,2018,2,assam
jorhat district,23683,0,2018,2,assam
tinsukia district,32870,0,2018,3,assam
lakhimpur district,18337,0,2018,3,assam
kamrup district,33197,0,2018,3,assam
kokrajhar district,13164,0,2018,3,assam
karbi anglong district,12282,0,2018,3,assam
sivasagar district,17447,0,2018,3,assam
dibrugarh district,40711,0,2018,3,assam
south salmara mancachar district,4903,0,2018,3,assam
nagaon district,40687,0,2018,3,assam
dhubri district,22705,0,2018,3,assam
golaghat district,21729,0,2018,3,assam
udalguri district,11213,0,2018,3,assam
majuli district,2739,0,2018,3,assam
sonitpur district,38797,0,2018,3,assam
hojai district,14769,0,2018,3,assam
marigaon district,15934,0,2018,3,assam
chirang district,7234,0,2018,3,assam
cachar district,40888,0,2018,3,assam
nalbari district,15082,0,2018,3,assam
west karbi anglong district,2051,0,2018,3,assam
dhemaji district,14771,0,2018,3,assam
karimganj district,17088,0,2018,3,assam
bongaigaon district,18869,0,2018,3,assam
dima hasao district,4860,0,2018,3,assam
baksa district,14459,0,2018,3,assam
charaideo district,9516,0,2018,3,assam
darrang district,16774,0,2018,3,assam
kamrup metropolitan district,164101,0,2018,3,assam
hailakandi district,12471,0,2018,3,assam
barpeta district,41158,0,2018,3,assam
goalpara district,20290,0,2018,3,assam
biswanath district,11572,0,2018,3,assam
jorhat district,32134,0,2018,3,assam
tinsukia district,42624,0,2018,4,assam
lakhimpur district,25253,0,2018,4,assam
kamrup district,44868,0,2018,4,assam
kokrajhar district,17317,0,2018,4,assam
karbi anglong district,16359,0,2018,4,assam
sivasagar district,23195,0,2018,4,assam
dibrugarh district,52539,0,2018,4,assam
south salmara mancachar district,6809,0,2018,4,assam
nagaon district,54395,0,2018,4,assam
dhubri district,30132,0,2018,4,assam
golaghat district,28795,0,2018,4,assam
udalguri district,15637,0,2018,4,assam
majuli district,3882,0,2018,4,assam
sonitpur district,51420,0,2018,4,assam
hojai district,19400,0,2018,4,assam
marigaon district,21518,0,2018,4,assam
chirang district,9567,0,2018,4,assam
cachar district,53209,0,2018,4,assam
nalbari district,20512,0,2018,4,assam
west karbi anglong district,2925,0,2018,4,assam
dhemaji district,19530,0,2018,4,assam
karimganj district,23348,0,2018,4,assam
bongaigaon district,24766,0,2018,4,assam
dima hasao district,6483,0,2018,4,assam
baksa district,20047,0,2018,4,assam
charaideo district,12563,0,2018,4,assam
darrang district,22235,0,2018,4,assam
kamrup metropolitan district,214212,0,2018,4,assam
hailakandi district,16753,0,2018,4,assam
barpeta district,55068,0,2018,4,assam
goalpara district,27280,0,2018,4,assam
biswanath district,15480,0,2018,4,assam
jorhat district,41100,0,2018,4,assam
tinsukia district,51108,0,2019,1,assam
lakhimpur district,31154,0,2019,1,assam
kamrup district,54910,0,2019,1,assam
kokrajhar district,21029,0,2019,1,assam
karbi anglong district,20131,0,2019,1,assam
sivasagar district,28059,0,2019,1,assam
dibrugarh district,62656,0,2019,1,assam
south salmara mancachar district,8674,0,2019,1,assam
nagaon district,66306,0,2019,1,assam
dhubri district,36652,0,2019,1,assam
golaghat district,34918,0,2019,1,assam
udalguri district,19336,0,2019,1,assam
majuli district,4861,0,2019,1,assam
sonitpur district,62218,0,2019,1,assam
hojai district,23708,0,2019,1,assam
marigaon district,26319,0,2019,1,assam
chirang district,11867,0,2019,1,assam
cachar district,64241,0,2019,1,assam
nalbari district,24925,0,2019,1,assam
west karbi anglong district,3720,0,2019,1,assam
dhemaji district,24052,0,2019,1,assam
karimganj district,29208,0,2019,1,assam
bongaigaon district,29773,0,2019,1,assam
dima hasao district,7915,0,2019,1,assam
baksa district,24926,0,2019,1,assam
charaideo district,15161,0,2019,1,assam
darrang district,27070,0,2019,1,assam
kamrup metropolitan district,255112,0,2019,1,assam
hailakandi district,20697,0,2019,1,assam
barpeta district,67729,0,2019,1,assam
goalpara district,33006,0,2019,1,assam
biswanath district,19050,0,2019,1,assam
jorhat district,48594,0,2019,1,assam
tinsukia district,60548,283819,2019,2,assam
lakhimpur district,38140,171210,2019,2,assam
kamrup district,65883,353221,2019,2,assam
kokrajhar district,25095,120739,2019,2,assam
karbi anglong district,24186,115110,2019,2,assam
sivasagar district,33791,143808,2019,2,assam
dibrugarh district,74342,328867,2019,2,assam
south salmara mancachar district,10692,58308,2019,2,assam
nagaon district,79322,381734,2019,2,assam
dhubri district,43396,201797,2019,2,assam
golaghat district,42168,177570,2019,2,assam
udalguri district,23656,109522,2019,2,assam
majuli district,6014,27261,2019,2,assam
sonitpur district,73717,367930,2019,2,assam
hojai district,28419,131855,2019,2,assam
marigaon district,31422,172117,2019,2,assam
chirang district,14323,71919,2019,2,assam
cachar district,76533,332069,2019,2,assam
nalbari district,30036,136170,2019,2,assam
west karbi anglong district,4626,22384,2019,2,assam
dhemaji district,29292,132321,2019,2,assam
karimganj district,35478,147310,2019,2,assam
bongaigaon district,35569,171730,2019,2,assam
dima hasao district,9658,55650,2019,2,assam
baksa district,30435,144736,2019,2,assam
charaideo district,18223,83612,2019,2,assam
darrang district,32039,141959,2019,2,assam
kamrup metropolitan district,299219,1650827,2019,2,assam
hailakandi district,24737,93387,2019,2,assam
barpeta district,80544,465607,2019,2,assam
goalpara district,38784,195857,2019,2,assam
biswanath district,23128,117521,2019,2,assam
jorhat district,56713,242399,2019,2,assam
tinsukia district,68999,940075,2019,3,assam
lakhimpur district,43745,580514,2019,3,assam
kamrup district,75174,1202400,2019,3,assam
kokrajhar district,28222,410393,2019,3,assam
karbi anglong district,27576,388526,2019,3,assam
sivasagar district,38799,495555,2019,3,assam
dibrugarh district,84029,1106406,2019,3,assam
